absoluteIndex,description,rowpos,rowneg,fp_type,colnam
5221,CCS(=O)(=O)O,1167,998,KlekotaRoth,Un5221
5222,CCS(=O)=O,1168,999,KlekotaRoth,Un5222
5223,CCS=O,1169,1000,KlekotaRoth,Un5223
5224,CCSC,1170,1001,KlekotaRoth,Un5224
5228,CCSCC,1172,1002,KlekotaRoth,Un5228
5272,Clc1cccc(C=O)c1,1176,1003,KlekotaRoth,Un5272
5275,Clc1cccc(NC=O)c1,1177,1004,KlekotaRoth,Un5275
5290,CN,1181,1006,KlekotaRoth,Un5290
5297,CN(C)C=O,1184,1007,KlekotaRoth,Un5297
5300,CN(C)c1ccccc1,1185,1008,KlekotaRoth,Un5300
5301,CN(C)CC(=O)N,1186,1009,KlekotaRoth,Un5301
5302,CN(C)CC=O,1187,1010,KlekotaRoth,Un5302
5315,CN=C,1194,1011,KlekotaRoth,Un5315
5322,CN1CCCC1,1196,1012,KlekotaRoth,Un5322
5323,CN1CCCCC1,1197,1013,KlekotaRoth,Un5323
5334,CNC,1201,1014,KlekotaRoth,Un5334
5336,CNC(=O)C,1202,1015,KlekotaRoth,Un5336
5338,CNC(=O)CCC(=O)O,1203,1016,KlekotaRoth,Un5338
5340,CNC(=O)CO,1205,1017,KlekotaRoth,Un5340
5341,CNC(=O)N,1206,1018,KlekotaRoth,Un5341
5342,CNC(=O)O,1207,1019,KlekotaRoth,Un5342
5345,CNC(C)C,1209,1020,KlekotaRoth,Un5345
5350,CNC=O,1211,1022,KlekotaRoth,Un5350
5351,CNc1ccccc1,1212,1023,KlekotaRoth,Un5351
5353,CNCC(=O)N,1214,1024,KlekotaRoth,Un5353
5354,CNCC(C)O,1215,1025,KlekotaRoth,Un5354
5355,CNCC(O)CO,1216,1026,KlekotaRoth,Un5355
5356,CNCCO,1217,1027,KlekotaRoth,Un5356
5363,CNS(=O)=O,1218,1028,KlekotaRoth,Un5363
5367,COC(=O)C,1219,1030,KlekotaRoth,Un5367
5376,COC(=O)N,1224,1031,KlekotaRoth,Un5376
5379,COC=O,1225,1032,KlekotaRoth,Un5379
5406,COc1cccc(OC)c1,1229,1033,KlekotaRoth,Un5406
5413,COc1ccccc1O,1232,1035,KlekotaRoth,Un5413
5414,COc1ccccc1OC,1233,1036,KlekotaRoth,Un5414
5423,COCC(C)O,1234,1037,KlekotaRoth,Un5423
5427,CS,1236,1038,KlekotaRoth,Un5427
5431,CS(=O)=O,1237,1040,KlekotaRoth,Un5431
5436,CS(c1ccccc1) ( CSc1ccccc1),1238,1041,KlekotaRoth,Un5436
5439,CSCCCC(=O)O,1239,1042,KlekotaRoth,Un5439
5454,FC(F)(F)c1ccccc1,1240,1043,KlekotaRoth,Un5454
5485,Ic1ccccc1,1243,1045,KlekotaRoth,Un5485
5590,NC(=O)CC=O,1251,1046,KlekotaRoth,Un5590
5591,NC(=O)CCC(=O)O,1252,1047,KlekotaRoth,Un5591
5593,NC(=O)CCCC(=O)O,1253,1048,KlekotaRoth,Un5593
5596,NC(=O)CCCO,1254,1049,KlekotaRoth,Un5596
5599,NC(=O)CO,1256,1050,KlekotaRoth,Un5599
5605,NC(=O)NC=O,1258,1051,KlekotaRoth,Un5605
5613,NC(=O)O,1259,1052,KlekotaRoth,Un5613
5617,NC(=S)N,1260,1053,KlekotaRoth,Un5617
5633,NC(CO)CO,1261,1054,KlekotaRoth,Un5633
5645,NC=O,1263,1055,KlekotaRoth,Un5645
5646,NC=S,1264,1056,KlekotaRoth,Un5646
5664,Nc1cccc(c1)[N+](=O)[O-],1269,1057,KlekotaRoth,Un5664
5667,Nc1cccc(Cl)c1,1271,1058,KlekotaRoth,Un5667
5676,Nc1ccccc1O,1274,1060,KlekotaRoth,Un5676
5682,Nc1ncccn1,1275,1061,KlekotaRoth,Un5682
5689,NCC(=O)N,1278,1062,KlekotaRoth,Un5689
5691,NCC(=O)O,1279,1063,KlekotaRoth,Un5691
5692,NCC(O)CO,1280,1064,KlekotaRoth,Un5692
5694,NCC=O,1282,1065,KlekotaRoth,Un5694
5695,NCc1ccccc1,1283,1066,KlekotaRoth,Un5695
5698,NCCC(=O)O,1284,1067,KlekotaRoth,Un5698
5699,NCCC=O,1285,1068,KlekotaRoth,Un5699
5700,NCCCC(=O)O,1286,1069,KlekotaRoth,Un5700
5701,NCCCO,1287,1070,KlekotaRoth,Un5701
5702,NCCN,1288,1071,KlekotaRoth,Un5702
5703,NCCO,1289,1072,KlekotaRoth,Un5703
5704,NCCS,1290,1073,KlekotaRoth,Un5704
5734,NS(=O)(=O)c1ccccc1,1291,1075,KlekotaRoth,Un5734
5743,O=C(C=Cc1ccccc1)c2ccccc2,1293,1076,KlekotaRoth,Un5743
5744,O=C(c1ccccc1)c2ccccc2,1294,1077,KlekotaRoth,Un5744
5764,O=c1c(coc2ccccc12)c3ccccc3,1296,1078,KlekotaRoth,Un5764
5807,O=C1CCCC1,1301,1080,KlekotaRoth,Un5807
5819,O=C1CCCN1,1304,1081,KlekotaRoth,Un5819
5821,O=C1CCCO1,1305,1082,KlekotaRoth,Un5821
5824,O=c1ccnc[nH]1,1306,1084,KlekotaRoth,Un5824
5826,O=c1ccoc2ccccc12,1307,1085,KlekotaRoth,Un5826
5860,O=C1NCc2ccccc12,1308,1086,KlekotaRoth,Un5860
5861,O=c1nccc[nH]1,1309,1087,KlekotaRoth,Un5861
5903,O=CC1CCCCC1,1314,1089,KlekotaRoth,Un5903
5904,O=Cc1ccccc1C=O,1315,1090,KlekotaRoth,Un5904
5907,O=Cc1cccnc1,1317,1091,KlekotaRoth,Un5907
5927,O=CCCC=O,1320,1093,KlekotaRoth,Un5927
5928,O=CCCc1c[nH]c2ccccc12,1321,1094,KlekotaRoth,Un5928
5929,O=CCCc1ccccc1,1322,1095,KlekotaRoth,Un5929
5930,O=CCCCC=O,1323,1096,KlekotaRoth,Un5930
5931,O=CCCCc1ccccc1,1324,1097,KlekotaRoth,Un5931
5939,O=CCNC=O,1327,1098,KlekotaRoth,Un5939
5946,O=CN1CCCC1,1330,1099,KlekotaRoth,Un5946
5991,O=COc1ccccc1,1334,1100,KlekotaRoth,Un5991
5999,O=S(=O)c1ccccc1,1335,1101,KlekotaRoth,Un5999
6018,OC(=O)C=C,1336,1102,KlekotaRoth,Un6018
6020,OC(=O)C=Cc1ccccc1,1337,1103,KlekotaRoth,Un6020
6041,OC(=O)c1ccc(O)cc1,1338,1104,KlekotaRoth,Un6041
6053,OC(=O)c1ccccc1,1339,1105,KlekotaRoth,Un6053
6058,OC(=O)c1ccccc1O,1342,1106,KlekotaRoth,Un6058
6059,OC(=O)C1CCCN1,1343,1107,KlekotaRoth,Un6059
6071,OC(=O)CCC=O,1345,1109,KlekotaRoth,Un6071
6073,OC(=O)CCc1ccccc1,1347,1110,KlekotaRoth,Un6073
6074,OC(=O)CCCC(=O)O,1348,1111,KlekotaRoth,Un6074
6075,OC(=O)CCCC=O,1349,1112,KlekotaRoth,Un6075
6079,OC(=O)CCCNC=O,1352,1113,KlekotaRoth,Un6079
6082,OC(=O)CCNC=O,1353,1114,KlekotaRoth,Un6082
6086,OC(=O)CNC=O,1354,1115,KlekotaRoth,Un6086
6116,Oc1cc(O)cc(O)c1,1357,1119,KlekotaRoth,Un6116
6125,Oc1ccc(C=O)cc1,1358,1121,KlekotaRoth,Un6125
6126,Oc1ccc(C=O)cc1O,1359,1122,KlekotaRoth,Un6126
6136,Oc1ccc(CCC=O)cc1,1360,1123,KlekotaRoth,Un6136
6137,Oc1ccc(Cl)cc1,1361,1124,KlekotaRoth,Un6137
6140,Oc1ccc(Cl)cc1C=O,1362,1125,KlekotaRoth,Un6140
6141,Oc1ccc(Cl)cc1Cl,1363,1126,KlekotaRoth,Un6141
6144,Oc1ccc(O)cc1,1364,1127,KlekotaRoth,Un6144
6146,Oc1ccc2c(=O)ccoc2c1,1365,1128,KlekotaRoth,Un6146
6155,Oc1cccc(C=O)c1,1366,1129,KlekotaRoth,Un6155
6160,Oc1cccc(O)c1,1368,1130,KlekotaRoth,Un6160
6161,Oc1cccc(O)c1O,1369,1131,KlekotaRoth,Un6161
6162,OC1CCCC1,1370,1132,KlekotaRoth,Un6162
6171,Oc1ccccc1C=O,1372,1134,KlekotaRoth,Un6171
6178,Oc1ccccc1O,1375,1135,KlekotaRoth,Un6178
6186,OCC(=O)c1ccccc1,1377,1136,KlekotaRoth,Un6186
6211,OCC(=O)O,1378,1137,KlekotaRoth,Un6211
6218,OCC=C,1379,1138,KlekotaRoth,Un6218
6219,OCC=O,1380,1139,KlekotaRoth,Un6219
6221,OCc1ccccc1,1381,1140,KlekotaRoth,Un6221
6225,OCC1OCC(O)C(O)C1O,1383,1141,KlekotaRoth,Un6225
6226,OCC1OCC(O)C1O,1384,1142,KlekotaRoth,Un6226
6228,OCCc1ccccc1,1385,1143,KlekotaRoth,Un6228
6229,OCCCC=O,1386,1144,KlekotaRoth,Un6229
6231,OCCCNC=O,1388,1145,KlekotaRoth,Un6231
6234,OCCNC=O,1390,1146,KlekotaRoth,Un6234
6238,OCCOC=O,1392,1148,KlekotaRoth,Un6238
6239,OCCS,1393,1149,KlekotaRoth,Un6239
6243,ONC=O,1394,1151,KlekotaRoth,Un6243
6244,OP(=O)(O)O,1395,1152,KlekotaRoth,Un6244
6261,S(c1ccccc1) ( Sc1ccccc1),1398,1153,KlekotaRoth,Un6261
6264,SCC=O,1399,1154,KlekotaRoth,Un6264
6266,SCCC=O,1401,1155,KlekotaRoth,Un6266
8179,C1(CCC3C2CCCC3)CCCCC12,2817,1991,customMadeSMARTS,Un8179
8181,"CC(C)CC(C(~O)[O,N])N",2818,1993,customMadeSMARTS,Un8181
8182,"CC(C(C(~O)[O,N])N)O",2819,1994,customMadeSMARTS,Un8182
8183,[OH0]=[CH0](O)[CH1][CH2][OH1],2820,1995,customMadeSMARTS,Un8183
8184,[OH0]=[CH0](N)[CH1](N)[CH2][OH1],2821,1996,customMadeSMARTS,Un8184
8185,[OH0]=[CH0](N)[CH1]N,2822,1997,customMadeSMARTS,Un8185
8187,[CH2]([CH1]([CH2][OH0][PH0](~O)(~O)~O)~O)~O,2823,1999,customMadeSMARTS,Un8187
8190,[CH2]([CH1]([CH1]([CH1]([CH1]1~[#7])~O)~O)[OH0]1)[OH0][PH0](~O)(~O)~O,2826,2000,customMadeSMARTS,Un8190
8191,[#6]~C([CH0]([NH1][CH1](~[#6])[CH0](~[!#1])~O)~[OH0D1])~[!#1],2827,2001,customMadeSMARTS,Un8191
8192,[CH1](~[!#1])[CH1]([CH1]([CH1]([CH1]([CH2]~O)~O)~O)~O)[NH1][CH0](~[CH3D1])~[OH0D1],2828,2002,customMadeSMARTS,Un8192
8193,c(:c:c:n1[CH2][CH2]~C):c1,2829,2003,customMadeSMARTS,Un8193
8194,[CH2](c(:c:n:c1):n1)[CH1]([CH0](~[!#1])~O)~N,2830,2004,customMadeSMARTS,Un8194
8197,[CH2]([CH2]~[!#1])[NH0](~[#6])~[#6],2831,2006,customMadeSMARTS,Un8197
8198,[#6]~C([NH1][CH1]([CH2]c(:c:n:c1:c:c:c:c2):c12)[CH0](~[!#1])~O)~[OH0D1],2832,2007,customMadeSMARTS,Un8198
8199,[#6]~S[CH2][CH2][CH1]([CH0](~[!#1])~O)~N,2833,2008,customMadeSMARTS,Un8199
8200,[#6]~C([NH1][CH1]([CH2][CH2][CH0](~[!#1])~O)[CH0](~[!#1])~O)~[OH0D1],2834,2009,customMadeSMARTS,Un8200
8202,[#6]~Cc(:c:c:c(:c1~[!#1])~[!#1]):c1,2836,2010,customMadeSMARTS,Un8202
8203,[#6]~C([CH0](~[!#1])~[!#1])[NH0](~[#6])[CH0](~[!#1])~O,2837,2011,customMadeSMARTS,Un8203
8205,c(:c(~[!#1]):n:c(:n1)~[!#1])(:c1~[!#1])~[!#1],2838,2012,customMadeSMARTS,Un8205
8206,[#6]~C[CH0](~[!#1])[OH0][CH1](~[#6])~[#6],2839,2013,customMadeSMARTS,Un8206
8207,[#6]~C[CH2][CH2][CH2][CH0]([NH1]~[#6])~[OH0D1],2840,2014,customMadeSMARTS,Un8207
8210,[#6]~C[OH0][CH1]([CH1]([CH1]([CH1]([CH2]1)~O)~O)~O)[OH0]1,2843,2015,customMadeSMARTS,Un8210
8213,[CH1]([CH0](~C)(~[#6])~[!#1])(~C)[OH0][CH1](~C)~[!#1],2844,2018,customMadeSMARTS,Un8213
8215,[#6]~C(~[!#1])[CH2][CH1]([OH0]~[#6])[OH0]~[#6],2846,2019,customMadeSMARTS,Un8215
8217,[#6]~C([CH0](~[!#1])~O)[NH1][CH0]([CH2]~[!#1])~[OH0D1],2848,2020,customMadeSMARTS,Un8217
8218,[#6]~n(:c:c:n1):c1,2849,2021,customMadeSMARTS,Un8218
8219,[#6]~Oc(:c:c:c:c1~[!#1]):c1~[!#1],2850,2022,customMadeSMARTS,Un8219
8220,[#6]~C(~C)[OH0][PH0](~O)(~O)~O,2851,2023,customMadeSMARTS,Un8220
8221,c(:c:c:c(:c1)[NH0](~[!#1])~[!#1]):c1,2852,2024,customMadeSMARTS,Un8221
8222,[#6]~C([CH1](~[#6])~[!#1])[NH1][CH0](~[#6])~[OH0D1],2853,2025,customMadeSMARTS,Un8222
8224,[CH2](~[#6])[NH1][CH0](~[!#1])~[!#1],2855,2026,customMadeSMARTS,Un8224
8225,[#6]~O[CH1]([CH0](~C)(~[#6])~[!#1])~[#6],2856,2027,customMadeSMARTS,Un8225
8226,[#6]~O[CH1]([CH2]~[!#1])[CH2]~[!#1],2857,2028,customMadeSMARTS,Un8226
8228,[#6]~C(~[!#1])[NH0](~[#6])~[#6],2859,2029,customMadeSMARTS,Un8228
8229,[CH2]([CH1]([CH1]([CH1]([CH1]1~[!#1])~O)~O)[OH0]1)~O,2860,2030,customMadeSMARTS,Un8229
8230,[#6]~Cc(:c:c:c(:c1)~[!#1]):c1~[!#1],2861,2031,customMadeSMARTS,Un8230
8232,[#6]~Cc(:c:c:c:c1~[!#1]):c1~[!#1],2863,2032,customMadeSMARTS,Un8232
8233,[#6]~C([CH1]([CH1]([CH1]([CH1]1[OH0]c(:c:c:c:c2):c2)~O)~O)~O)[OH0]1,2864,2033,customMadeSMARTS,Un8233
8234,[CH2]([CH0](~[!#1])~[!#1])[OH0]~[#6],2865,2034,customMadeSMARTS,Un8234
8235,[#6]~C(~[#6])[CH0](~[!#1])[OH0]~[#6],2866,2035,customMadeSMARTS,Un8235
8236,c(:c:c:c(:c1)[CH0](~[!#1])(~[!#1])~[!#1]):c1,2867,2036,customMadeSMARTS,Un8236
8237,[#6]~C[OH0]c(:c:c:c(:c1)~[!#1]):c1,2868,2037,customMadeSMARTS,Un8237
8239,[#6]~C=[CH1][CH2][CH2][CH2][CH0](~[!#1])~O,2869,2038,customMadeSMARTS,Un8239
8240,[#6]~Oc(:c:c(:c:c1)[CH2]~[!#1]):c1~[!#1],2870,2039,customMadeSMARTS,Un8240
8241,[#6]~N[CH1]([CH2]~[#6])[CH0](~[!#1])~O,2871,2040,customMadeSMARTS,Un8241
8242,[#6]~C[CH2][CH0](~[!#1])[OH0][CH1](~[#6])~[#6],2872,2041,customMadeSMARTS,Un8242
8243,[#6]~C[CH2][OH0][CH0](~[!#1])~[#6],2873,2042,customMadeSMARTS,Un8243
8244,[#6]~C([CH2][OH0][PH0](~O)(~O)~O)~[!#1],2874,2043,customMadeSMARTS,Un8244
8245,[#6]~C([CH0](~[!#1])~O)[NH1][CH0]([CH1]([CH1](~[#6])~[!#1])~[!#1])~[OH0D1],2875,2044,customMadeSMARTS,Un8245
8246,c(:c:c(:c([CH0]~[!#1]):c1~[!#1])~[!#1]):c1,2876,2045,customMadeSMARTS,Un8246
8247,[#6]~Cc(:c:c:c(:c1[CH2][CH1]=[CH0](~[#6])~[#6])~[#8]):c1,2877,2046,customMadeSMARTS,Un8247
8248,c(:c:c(:c:c1)~[!#1]):c1[CH1]~[!#1],2878,2047,customMadeSMARTS,Un8248
8250,[#6]~C[CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH0](~[OH0D1])[OH0][CH1](~[#6])~[#6],2879,2049,customMadeSMARTS,Un8250
8251,[#6]~O[CH0](~[!#1])[CH2]~[!#1],2880,2050,customMadeSMARTS,Un8251
8252,[#6]~O[CH1]([CH1]([CH1]([CH1]([CH1]1[CH2]~O)~[OH1D1])~[OH1D1])~O)[OH0]1,2881,2051,customMadeSMARTS,Un8252
8253,[#6]~N[CH2][CH2][CH2][CH1]~[!#1],2882,2052,customMadeSMARTS,Un8253
8254,c(:c:c(:c:c1)~[!#1]):c1[CH2]~[!#1],2883,2053,customMadeSMARTS,Un8254
8255,[#6]~C([CH1]([CH0](~C)~[!#1])~[!#1])[OH0]~[#6],2884,2054,customMadeSMARTS,Un8255
8256,[CH2]([CH2][NH1][CH0](~[!#1])~[OH0D1])[CH0](~[!#1])~O,2885,2055,customMadeSMARTS,Un8256
8258,[#6]~C([CH2][CH2][CH1]([CH0](~[#6])(~[#6])[CH1]([CH2][CH2]1)~O)[CH0]12~[#6])[CH1]2[CH2]~[#6],2886,2056,customMadeSMARTS,Un8258
8259,[#6]~Cc(:c:c(:c:c1)~[!#1]):c1~[!#1],2887,2057,customMadeSMARTS,Un8259
8260,[CH2]([CH0]([CH2][OH0][CH1]1~[OH0D2])([CH1]1~[OH1D1])~[OH1D1])~[OH1D1],2888,2058,customMadeSMARTS,Un8260
8261,[#6]~Oc(:c:c:c(:c1)~[!#1]):c1~[!#1],2889,2059,customMadeSMARTS,Un8261
8262,[#6]~N[CH2][CH1]([CH0](~[!#1])~[!#1])~[#6],2890,2060,customMadeSMARTS,Un8262
8263,[CH2]([CH2][CH1]([CH0]1(~[CH3D1])~C)~C)[CH1]1~[!#1],2891,2061,customMadeSMARTS,Un8263
8264,[#6]~O[CH0](~[!#1])[CH1](~[#6])~[!#1],2892,2062,customMadeSMARTS,Un8264
8266,[#6]~C[OH0][PH0](~O)(~[!#1])[OH0][CH2]~[#6],2894,2063,customMadeSMARTS,Un8266
8267,[#6]~c(:c(:c:c(:c1)[OH0]~[#6])~[!#1]):c1~[!#1],2895,2064,customMadeSMARTS,Un8267
8268,[#6]~C([CH0](~[!#1])~[!#1])[OH0][CH0](~[!#1])~[#6],2896,2065,customMadeSMARTS,Un8268
8269,[#6]~C[CH2][NH0](~[#6])~[!#1],2897,2066,customMadeSMARTS,Un8269
8270,[CH1](~[!#1])[CH1]([CH1]([CH1]([CH1]([CH2]~[!#1])~O)~O)~O)~[!#1],2898,2067,customMadeSMARTS,Un8270
8271,[#6]~C[CH1]([CH2]~[#6])[OH0]~[#6],2899,2068,customMadeSMARTS,Un8271
8272,[#6]~C([CH2]~[#6])[NH0](~[#6])~[#6],2900,2069,customMadeSMARTS,Un8272
8273,[#6]~C[CH1](~[#6])[CH0](~[#6])[CH0](~[!#1])[OH0]~[#6],2901,2070,customMadeSMARTS,Un8273
8274,[#6]~C[OH0][CH1](~[#6])[OH0][CH2]~[#6],2902,2071,customMadeSMARTS,Un8274
8275,[#6]~C[CH2][CH0](~O)[OH0][CH2][CH1]~[#6],2903,2072,customMadeSMARTS,Un8275
8276,[#6]~c(:c:c(:c(:c1)~[!#1])~[!#1]):c1~[!#1],2904,2073,customMadeSMARTS,Un8276
8277,[#6]~c(:c:c:c:c1):c1[OH0]~[#6],2905,2074,customMadeSMARTS,Un8277
8280,[#6]~c(:c:c(:c:c1~[!#1])~[!#1]):c1,2907,2075,customMadeSMARTS,Un8280
8282,[#6]~C[CH1]=[CH1][CH2][CH2][CH0](~[!#1])~O,2909,2076,customMadeSMARTS,Un8282
8283,[#6]~C(~[#6])(~[#6])[OH0]~[#6],2910,2077,customMadeSMARTS,Un8283
8284,[#6]~N[CH0](~[!#1])[NH1]~[#6],2911,2078,customMadeSMARTS,Un8284
8285,c(:c:c(:c:c1)~[!#1]):c1[CH0](~[!#1])~[!#1],2912,2079,customMadeSMARTS,Un8285
8286,[#6]~C([CH1]([CH1]([CH1]([CH1]1~[OH0D2])~O)[OH0]~[#6])~O)[OH0]1,2913,2080,customMadeSMARTS,Un8286
8287,[#6]~C[OH0][CH1](~[#6])[OH0][CH1](~[#6])[CH0](~[!#1])~[!#1],2914,2081,customMadeSMARTS,Un8287
8290,[#6]~c(:c:c:c(:c1[OH0]~[#6])~[!#1]):c1,2917,2082,customMadeSMARTS,Un8290
8292,[#6]~c(:c:c:c:c1):c1[OH0]c(:c:c:c:c2):c2,2919,2083,customMadeSMARTS,Un8292
8294,[#6]~c(:c:c:c:c1[CH2]~[!#1]):c1,2921,2084,customMadeSMARTS,Un8294
8295,c(:c(:c:c(:c1[CH1]~[!#1])~[!#1])~[!#1]):c1~[!#1],2922,2085,customMadeSMARTS,Un8295
8296,[#6]~C([CH0]([NH1][CH1]([CH2]c(:c:c:c:c1):c1)[CH0](~[!#1])~O)~[OH0D1])~[!#1],2923,2086,customMadeSMARTS,Un8296
8297,c(:c:c:c(:c1)[CH1](~[#6])~[!#1]):c1,2924,2087,customMadeSMARTS,Un8297
8299,c(:c:c(:c:c1~[!#1])[CH0]~[!#1]):c1,2926,2088,customMadeSMARTS,Un8299
8303,[#6]~C(~[!#1])[CH1](~[#6])[OH0][CH0](~[!#1])~[#6],2930,2089,customMadeSMARTS,Un8303
8304,[#6]~Sc(:c:c:c:c1):c1,2931,2090,customMadeSMARTS,Un8304
8308,[CH2]([CH2][OH0][PH0](~O)~O)~[!#1],2935,2091,customMadeSMARTS,Un8308
8309,[#6]~C[OH0][CH1]([CH0](~C)(~[#6])~[!#1])~[!#1],2936,2092,customMadeSMARTS,Un8309
8310,[#6]~C(c(:c:c:c:c1~[!#1]):c1)~[!#1],2937,2093,customMadeSMARTS,Un8310
8311,c(:c:c(:c:c1~[!#1])[CH2]~[!#1]):c1,2938,2094,customMadeSMARTS,Un8311
8313,[#6]~C[CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH0](~O)[OH0]~[#6],2940,2095,customMadeSMARTS,Un8313
8314,[#6]~C[CH2][CH1]([CH0](~[!#1])~O)[NH1][CH0](~[#6])~[OH0D1],2941,2096,customMadeSMARTS,Un8314
8315,[#6]~c(:c:c:c(:c1~[!#1])~[!#1]):c1~[!#1],2942,2097,customMadeSMARTS,Un8315
8316,[#6]~C[OH0][CH0](~[!#1])[CH1]~[!#1],2943,2098,customMadeSMARTS,Un8316
8318,c(:c:c(:c(:c1)[NH0](~[!#1])~[!#1])~[!#1]):c1~[!#1],2945,2099,customMadeSMARTS,Un8318
8319,[CH2]([CH1]([CH0](~[!#1])~O)[NH1][CH0]([CH1]([CH2]~[#6])~[#7])~[OH0D1])~[!#1],2946,2100,customMadeSMARTS,Un8319
8320,[#6]~c(:c:c:c:n1~[!#1]):c1,2947,2101,customMadeSMARTS,Un8320
8321,c(:c([CH2]~[!#1]):c(:c:c1~[!#1])~[!#1]):c1~[!#1],2948,2102,customMadeSMARTS,Un8321
8323,[#6]~Nc(:c:c:c:c1):c1,2950,2103,customMadeSMARTS,Un8323
8324,[#6]~C[CH0](~[#6])([CH0](~[!#1])[OH0]~[#6])~[!#1],2951,2104,customMadeSMARTS,Un8324
8325,[#6]~O[CH0](~[!#1])[CH2][CH2]~[#6],2952,2105,customMadeSMARTS,Un8325
8327,c(:c:c:c(:c1[CH1]~[!#1])~[!#1]):c1,2954,2106,customMadeSMARTS,Un8327
8329,[#6]~C(=[CH1]~[!#1])[CH0](~[!#1])[OH0]~[#6],2956,2107,customMadeSMARTS,Un8329
8332,[#6]~c(:c(:c:c:c1~[!#1])~[!#1]):c1[OH0]~[#6],2959,2108,customMadeSMARTS,Un8332
8333,[#6]~C([CH1]([CH1]([CH1]([CH1]~[!#1])~[!#1])~[!#1])[OH0]~[#6])~[!#1],2960,2109,customMadeSMARTS,Un8333
8336,[CH2]([CH1]([CH0]([NH1]~[#6])~[OH0D1])~[!#1])~[#6],2963,2110,customMadeSMARTS,Un8336
8337,[#6]~C[NH1][CH2][CH2]~[!#1],2964,2111,customMadeSMARTS,Un8337
8338,[#6]~C[CH1]([CH1](~[#6])[CH0](~[!#1])[OH0]~[#6])~[!#1],2965,2112,customMadeSMARTS,Un8338
8339,[#6]~C([NH1][CH1]([CH2]~[!#1])[CH0](~[!#1])~O)~O,2966,2113,customMadeSMARTS,Un8339
8340,[#6]~c(:c:c(:c:c1)[OH0]~[#6]):c1~[!#1],2967,2114,customMadeSMARTS,Un8340
8341,[#6]~C(c(:c:c:c(:c1)~[!#1]):c1)~[!#1],2968,2115,customMadeSMARTS,Un8341
8342,[#6]~C([CH0](~[!#1])~O)[NH1][CH0]([CH1]([CH2]c(:c:c:c:c1):c1)~[#7])~[OH0D1],2969,2116,customMadeSMARTS,Un8342
8345,[#6]~c(:c:c:c(:c1)[CH2]~[!#1]):c1~[!#1],2972,2117,customMadeSMARTS,Un8345
8347,[#6]~c(:c:c:c:c1):c1[CH2]~[!#1],2974,2118,customMadeSMARTS,Un8347
8348,c(:c:c:c(:c1)[OH0][CH1]~[!#1]):c1,2975,2119,customMadeSMARTS,Un8348
8349,c(:c(:c:c(:c1~[!#1])~[!#1])[CH0]~[!#1]):c1~[!#1],2976,2120,customMadeSMARTS,Un8349
8351,[#6]~C(~[#6])[CH0](~[!#1])[OH0][CH1](~[#6])~[#6],2978,2121,customMadeSMARTS,Un8351
8353,[#6]~C([CH1]([CH1]([CH1]([CH1]1~O)[OH0]~[#6])~O)~O)[OH0]1,2980,2122,customMadeSMARTS,Un8353
8354,[#6]~Oc(:c:c(:c:c1~[!#1])~[!#1]):c1,2981,2123,customMadeSMARTS,Un8354
8355,[#6]~C[OH0][CH0](~[!#1])[CH2][CH2]~[#6],2982,2124,customMadeSMARTS,Un8355
8356,[#6]~C[OH0][CH1](~[#6])[OH0][CH0](~[!#1])~[#6],2983,2125,customMadeSMARTS,Un8356
8359,[#6]~C([CH0]([NH1][CH1]([CH2][CH0](~[!#1])~O)[CH0](~[!#1])~O)~O)~N,2986,2126,customMadeSMARTS,Un8359
8360,[#6]~C(~[#6])[NH0](~C)~[!#1],2987,2127,customMadeSMARTS,Un8360
8363,[CH1][NH1][CH0](=[OH0])[CH1]([CH2]c)[NH2],2990,2128,customMadeSMARTS,Un8363
8367,[CH3][CH2][CH1]=[CH1][CH2][CH1]=[CH1][CH2][CH1]=[CH1][CH2][CH1],2994,2129,customMadeSMARTS,Un8367
8374,c[OH0][CH1]([CH1])c,3001,2130,customMadeSMARTS,Un8374
8376,[CH1][OH0]c,3003,2131,customMadeSMARTS,Un8376
8378,[CH3][CH1]([CH1])[OH1],3004,2133,customMadeSMARTS,Un8378
8379,[CH3][CH2][CH2][CH2][CH2][CH1],3005,2134,customMadeSMARTS,Un8379
8380,[CH3][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH1],3006,2135,customMadeSMARTS,Un8380
8381,[CH1][CH2]c,3007,2136,customMadeSMARTS,Un8381
8382,[CH1][CH1]=[CH1][CH1],3008,2137,customMadeSMARTS,Un8382
8383,[CH0]([CH3])[CH2][CH2][CH0],3009,2138,customMadeSMARTS,Un8383
8384,[CH1][CH0](=[OH0])[NH1][CH1]([CH2]c)[CH0](=[OH0])[OH1],3010,2139,customMadeSMARTS,Un8384
8385,[CH1]n,3011,2140,customMadeSMARTS,Un8385
8386,[CH3][OH0][CH1],3012,2141,customMadeSMARTS,Un8386
8387,[CH1][CH2][CH1]([CH1])[OH1],3013,2142,customMadeSMARTS,Un8387
8388,[CH1][CH1]([CH1]([CH2][OH1])[OH1])[OH1],3014,2143,customMadeSMARTS,Un8388
8390,c[CH3],3016,2144,customMadeSMARTS,Un8390
8394,[CH1][CH2][CH2]c,3020,2145,customMadeSMARTS,Un8394
