dtxsid,aver_toxvalmgL,error,species_common,toxval_type,exactMass,molformula,aver_toxval_cm,weight
DTXSID3044623,1.352761191723831,-0.2,water flea,EC50,144.078644246,C7H12O3,-0.8058384214742975,3.8437406947284485
DTXSID7044639,-0.6989700043360187,-0.2,water flea,EC50,303.9265464,C7HCl2F3N2O4,-3.181738639432489,3.8437406947284485
DTXSID5044659,1.462397997898956,-0.2,water flea,EC50,263.101141249,C10H21NO3SSi,-0.9577247340220499,3.8437406947284485
DTXSID2044680,0.7923916894982539,-0.2,water flea,EC50,162.136827828,C7H18N2O2,-1.4174899823884317,3.8437406947284485
DTXSID4044747,2.462397997898956,0.050518950638572625,water flea,EC50,167.064605635,C4H14N3PS,0.2395135480391305,5
DTXSID9044748,1.8763890321283385,0.2047785013440549,water flea,EC50,204.115029755,C13H16O2,-0.4334859524962999,3.8437406947284485
DTXSID6044854,1.7160033436347992,-0.2,water flea,EC50,116.083729626,C6H12O2,-0.3487680093611337,3.8437406947284485
DTXSID4044905,1.8692317197309762,-0.2,water flea,EC50,170.118103759,C9H16NO2,-0.36151881342462094,3.8437406947284485
DTXSID7044926,1.516711877743475,0.3050202427949746,water flea,EC50,212.22524891,C13H28N2,-0.8100851738763638,3.1673723600346952
DTXSID1044938,1.8129133566428555,-0.2,water flea,EC50,232.040314641,C8H12O6Si,-0.5526500890458147,3.8437406947284485
DTXSID5044940,0.5823013259951123,0.29612122043808403,water flea,EC50,304.167459253,C18H24O4,-1.9008114240808802,3.8437406947284485
DTXSID0044949,3.4345571634896874,0.060194715087516296,water flea,EC50,146.094294311,C7H14O3,1.2699239085248326,5
DTXSID2044975,1.414973347970818,-0.2,water flea,EC50,245.24671263,C13H31N3O,-0.9746298466898551,3.8437406947284485
DTXSID7044976,2.3786980143965124,0.10983916545419284,water flea,EC50,214.156894568,C12H22O3,0.04796595376040723,5
DTXSID6044985,2.3710678622717363,-0.2,water flea,EC50,158.094294311,C8H14O3,0.17215166592562925,3.8437406947284485
DTXSID0044999,2.1492191126553797,-0.2,water flea,EC50,254.036127984,C10H10N2O4S,-0.2556763719501629,3.8437406947284485
DTXSID1046055,-0.5528419686577808,-0.2,water flea,EC50,248.141244504,C15H20O3,-2.947540924674371,3.8437406947284485
DTXSID9047122,0.8633228601204559,-0.2,water flea,EC50,2284.054626178,C132H250N32,-2.4953836263027314,3.8437406947284485
DTXSID8047472,1.4727564493172123,-0.2,water flea,EC50,101.120449487,C6H15N,-0.5320825420927147,3.8437406947284485
DTXSID5047748,2.868596321352369,0.033231588160816186,water flea,EC50,95.997631019,CH5O3P,0.8863358054802012,5
DTXSID5048182,0.47712125471966244,-0.2,water flea,EC50,188.120115135,C13H16O,-1.797313981155357,3.8437406947284485
DTXSID3049330,-0.1804560644581313,-0.2,water flea,EC50,164.0240218,C6H9ClO3,-2.395363520866868,3.8437406947284485
DTXSID3049673,2.6609110219326197,0.04889028853544161,water flea,EC50,105.059723,C2H8BNO3,0.63947477052292645,5
DTXSID4051322,0.45477801462058765,0.010776283697324841,water flea,EC50,226.193280077,C14H26O2,-1.8997016838078025,5
DTXSID7051341,0.5185139398778874,-0.2,water flea,EC50,284.23514489,C17H32O3,-1.9351638363459598,3.8437406947284485
DTXSID0051499,0.06818586174616162,-0.2,water flea,EC50,105.057849229,C7H7N,-1.9532426438248849,3.8437406947284485
DTXSID7051507,1.530199698203082,-0.2,water flea,EC50,168.115029755,C10H16O2,-0.6954068435997132,3.8437406947284485
DTXSID8051592,0.7829239093367588,0.595661199306257,water flea,EC50,344.198759382,C21H28O4,-1.7538853913017247,2.315249034115041
DTXSID9051820,3.7481880270062002,-0.2,water flea,EC50,100.063662886,C4H8N2O,1.7479116305769216,3.8437406947284485
DTXSID5051862,-2.1739251972991736,-0.2,water flea,EC50,362.272199103,C25H34N2,-4.732960204699926,3.8437406947284485
DTXSID2052027,0.2041199826559248,-0.2,water flea,EC50,173.120449487,C12H15N,-2.034228388366844,3.8437406947284485
DTXSID6052291,2.428037553035308,-0.2,water flea,EC50,82.053098201,C4H6N2,0.5139425690332138,3.8437406947284485
DTXSID2052318,2.505149978319906,-0.2,water flea,EC50,172.146329884,C10H20O2,0.26925221022848744,3.8437406947284485
DTXSID5052339,-0.036212172654444715,-0.2,water flea,EC50,208.182715393,C14H24O,-2.3546568415318645,3.8437406947284485
DTXSID1052402,0.8195439355418687,-0.2,water flea,EC50,254.224580206,C16H30O2,-1.58567360332657,3.8437406947284485
DTXSID9052559,1.376576957056512,-0.2,water flea,EC50,158.13067982,C9H18O2,-0.8224391809586115,3.8437406947284485
DTXSID9052630,1.3159703454569178,-0.2,water flea,EC50,211.0400063,C10H10ClNO2,-1.0083944457100007,3.8437406947284485
DTXSID1052660,1.845098040014257,-0.2,water flea,EC50,189.9855283,C7H7ClO2S,-0.4336224808395224,3.8437406947284485
DTXSID5052674,3.184691430817599,-0.2,water flea,EC50,174.12559444,C9H18O3,0.9438288187634905,3.8437406947284485
DTXSID5052703,1.7170288342819293,0.05061130490969048,water flea,EC50,272.293997175,C15H36N4,-0.7180092329761065,5
DTXSID6057588,1.6916706657853653,0.053024698539149026,water flea,EC50,152.120115135,C10H16O,-0.4905159796583358,5
DTXSID6057617,1.792391689498254,-0.2,water flea,EC50,176.083729626,C11H12O2,-0.45332753892730365,3.8437406947284485
DTXSID8057645,0.0965622991772308,0.024580521064216116,water flea,EC50,220.9758818,C6H5Cl2N3O2,-2.247782576441084,5
DTXSID0058194,2.45178643552429,0.17335170234188696,water flea,EC50,327.071842359,C15H12F3NO4,-0.06285672176339448,5
DTXSID7059303,1.714329759745233,-0.2,water flea,EC50,130.146998588,C7H18N2,-0.40010439724324226,3.8437406947284485
DTXSID1059363,2.0239293637037283,0.2313531159441339,water flea,EC50,160.109944375,C8H16O3,-0.18048894293803538,3.8437406947284485
DTXSID9059410,2.4231685560649026,0.23744087233877417,water flea,EC50,117.115364107,C6H15NO,0.35455468311728783,3.8437406947284485
DTXSID1059498,2.361727836017593,-0.2,water flea,EC50,306.00205115,C14H10O4S2,-0.12399650157555886,3.8437406947284485
DTXSID8059550,0.6812412373755872,-0.2,water flea,EC50,137.084063978,C8H11NO,-1.4557457336161037,3.8437406947284485
DTXSID3059559,1.7993405494535817,-0.2,water flea,EC50,71.073499294,C4H9N,-0.05236714894455768,3.8437406947284485
DTXSID5059905,1.4671279933263013,0.04604550565540812,water flea,EC50,184.034728574,C6H7F3O3,-0.797771791666311,5
DTXSID0060010,0.8388490907372553,-0.2,water flea,EC50,124.033585759,C4H6F2O2,-1.2546902084154299,3.8437406947284485
DTXSID5060013,0.9084850188786497,0.5804091639268,water flea,EC50,161.045233686,C7H6F3N,-1.298462857035827,2.315249034115041
DTXSID2060202,2.8195439355418688,-0.2,water flea,EC50,91.063328534,C3H9NO2,0.8602004150086426,3.8437406947284485
DTXSID7060330,1.8115750058705933,-0.2,water flea,EC50,72.057514878,C4H8O,-0.04610427421151184,3.8437406947284485
DTXSID1061237,1.7341736652060786,0.06219369739853042,water flea,EC50,107.037113785,C6H5NO,-0.29536072479028164,5
DTXSID7061279,2.1559430179718366,-0.2,water flea,EC50,116.120115135,C7H16O,0.09103556020188024,3.8437406947284485
DTXSID0061458,2.280510079703276,-0.2,water flea,EC50,94.053098201,C5H6N2,0.3071369734964496,3.8437406947284485
DTXSID1061522,1.3709695388645995,0.752531954557739,water flea,EC50,107.037113785,C6H5NO,-0.6585648511317608,1.7539697481710044
DTXSID1061942,-0.1938200260161128,-0.2,water flea,EC50,308.177630013,C21H24O2,-2.682621136989987,3.8437406947284485
DTXSID4062278,2.303196057420489,-0.2,water flea,EC50,313.182168276,C14H27N3O3Si,-0.1926009691461351,3.8437406947284485
DTXSID8062812,3.8394780473741985,-0.2,water flea,EC50,116.083729626,C6H12O2,1.7747066943782654,3.8437406947284485
DTXSID5062974,0.0747635068771739,0.35962054003485455,water flea,EC50,152.9981415,C7H4ClNO,-2.109922648507766,3.1673723600346952
DTXSID1063225,2.6161287801577155,-0.2,water flea,EC50,191.058243154,C10H9NO3,0.3349630002161643,3.8437406947284485
DTXSID5063499,2.146128035678238,-0.2,water flea,EC50,187.15722892,C10H21NO2,-0.12607857065563483,3.8437406947284485
DTXSID3063540,4.117271295655764,-0.2,water flea,EC50,119.094628663,C5H13NO2,2.0413791210296095,3.8437406947284485
DTXSID3064011,0.8260748027008264,-0.2,water flea,EC50,146.13067982,C8H18O2,-1.3386666019929048,3.8437406947284485
DTXSID4064420,1.7708520116421442,-0.2,water flea,EC50,168.0341926,C9H9ClO,-0.45454565190842694,3.8437406947284485
DTXSID0064541,0.8633228601204559,-0.2,water flea,EC50,546.02631,C16H36O4P2S4Zn,-1.873890709347156,3.8437406947284485
DTXSID2064731,0.28817067510289646,0.24639464283414267,water flea,EC50,248.060231277,C13H13O3P,-2.106386469171983,3.8437406947284485
DTXSID2065127,1.6287974855667102,-0.2,water flea,EC50,174.184446724,C8H22N4,-0.6122118878173123,3.8437406947284485
DTXSID9065366,2.076144172191528,0.10768412100893136,water flea,EC50,71.037113785,C3H5NO,0.22465886430712806,5
DTXSID2065755,1.167317334748176,-0.2,water flea,EC50,308.111601601,C13H24O4S2,-1.3213907167542063,3.8437406947284485
DTXSID4066967,1.524609011335091,0.02751922840074018,water flea,EC50,140.120115135,C9H16O,-0.6218914741652214,5
DTXSID2067822,2.303196057420489,-0.2,water flea,EC50,372.219282061,C16H32N4O4Si,-0.26760280969716854,3.8437406947284485
DTXSID0067848,1.5797835966168101,-0.2,water flea,EC50,357.008117763,C7H8F9NO3S,-0.9728944947323411,3.8437406947284485
DTXSID6067884,1.265291929822559,0.03499143580328869,water flea,EC50,194.13067982,C12H18O2,-1.022802245563888,5
DTXSID7068847,1.724275869600789,-0.2,water flea,EC50,248.06119689,C8H18NaO3PS,-0.6702829652295627,3.8437406947284485
DTXSID7070507,0.07918124604762482,-0.2,water flea,EC50,411.018682447,C10H10F9NO4S,-2.5346803167025027,3.8437406947284485
DTXSID2072914,1.8692317197309762,-0.2,water flea,EC50,508.27184111,C29H42NaO4P,-0.8368643301855871,3.8437406947284485
DTXSID9073173,1.1367205671564067,-0.2,water flea,EC50,144.162648652,C8H20N2,-1.0221321856987602,3.8437406947284485
DTXSID8073346,2.2995072987004876,-0.2,water flea,EC50,114.115698459,C6H14N2,0.24216190594616052,3.8437406947284485
DTXSID4073382,0.7634279935629372,-0.2,water flea,EC50,172.040164536,C6H9N2O2P,-1.4722018556704464,3.8437406947284485
DTXSID1074339,1.6232492903979006,-0.2,water flea,EC50,126.104465071,C8H14O,-0.4774811738228073,3.8437406947284485
DTXSID2074374,3.1391382646958914,0.09876903239871061,water flea,EC50,285.10347927,C13H19NO4S,0.6841357474266205,5
DTXSID0074635,2.89707700320942,-0.2,water flea,EC50,198.100442319,C9H14N2O3,0.6001915579763427,3.8437406947284485
DTXSID5074680,1.1818435879447726,-0.2,water flea,EC50,201.151749616,C14H19N,-1.121680226468198,3.8437406947284485
DTXSID3074737,0.9519685844929108,-0.2,water flea,EC50,256.0170184,C11H10Cl2N2O,-1.4563002509421883,3.8437406947284485
DTXSID8074813,1.4578818967339924,-0.2,water flea,EC50,87.104799423,C5H13N,-0.48216018830238017,3.8437406947284485
DTXSID5074923,1.3010299956639813,-0.2,water flea,EC50,200.104858995,C10H16O4,-1.0002276387448201,3.8437406947284485
DTXSID2074958,1.7124408183155335,0.23811506047604722,water flea,EC50,100.088815006,C6H12O,-0.2879447291679487,3.8437406947284485
DTXSID7075183,0.5550118744362709,0.01197727299960021,water flea,EC50,368.125988364,C21H20O6,-2.01098460371312,5
DTXSID90143117,2.7403626894942437,-0.2,water flea,EC50,108.032362757,C5H4N2O,0.7068088149204124,3.8437406947284485
DTXSID60148816,-1.0969100130080565,-0.2,water flea,EC50,288.208930142,C19H28O2,-3.5566174462913978,3.8437406947284485
DTXSID10149979,2.1398790864012365,-0.2,water flea,EC50,142.099379691,C8H14O2,-0.01271309569679075,3.8437406947284485
DTXSID00159204,2.469822015978163,-0.2,water flea,EC50,210.0842841,C8H19ClO2Si,0.14742845088270537,3.8437406947284485
DTXSID60166272,1.793827425497859,0.08121959051905207,water flea,EC50,153.9952203,C5H8Cl2O,-0.3936798159259476,5
DTXSID30172704,0.9138138523837167,-0.2,water flea,EC50,140.047344118,C7H8O3,-1.2324610248184689,3.8437406947284485
DTXSID40174451,2.5224442335063197,-0.2,water flea,EC50,155.058243154,C7H9NO3,0.33194937450256,3.8437406947284485
DTXSID20181022,-0.23732143627256383,-0.2,water flea,EC50,211.0763918,C11H14ClNO,-2.5617610978874517,3.8437406947284485
DTXSID40184999,-0.045757490560675115,-0.2,water flea,EC50,161.084063978,C10H11NO,-2.2528100684178205,3.8437406947284485
DTXSID50187451,0.22530928172586284,-0.2,water flea,EC50,152.094963014,C8H12N2O,-1.956805549871859,3.8437406947284485
DTXSID80187464,-0.494850021680094,-0.2,water flea,EC50,253.9901349,C12H8Cl2O2,-2.8996668704193405,3.8437406947284485
DTXSID30188062,0.9523080096621253,-0.2,water flea,EC50,218.054321204,C13H8F2O,-1.3862566878892009,3.8437406947284485
DTXSID40189368,1.077222510411053,-0.2,water flea,EC50,208.146329884,C13H20O2,-1.2411462472322143,3.8437406947284485
DTXSID70194945,0.5869426201843957,0.036545027176768545,water flea,EC50,159.104799423,C11H13N,-1.6147406602257768,5
DTXSID20196999,0.4682568712394467,0.052174732391268464,water flea,EC50,223.099714043,C15H13NO,-1.880242142389856,5
DTXSID30197573,3.2041199826559246,-0.2,water flea,EC50,126.042927441,C5H6N2O2,1.1036015012235594,3.8437406947284485
DTXSID70201062,1.7275412570285564,-0.2,water flea,EC50,178.099379691,C11H14O2,-0.5231211498168044,3.8437406947284485
DTXSID10202518,2.8808135922807914,-0.2,water flea,EC50,142.099379691,C8H14O2,0.7282214101827641,3.8437406947284485
DTXSID20214849,1.6656747809938934,-0.2,water flea,EC50,158.178298716,C9H22N2,-0.5334721191894055,3.8437406947284485
DTXSID30216258,1.2304489213782739,0.2424236636439908,water flea,EC50,209.0971272,C12H16ClN,-1.0898991446782391,3.8437406947284485
DTXSID10223329,-0.1549019599857432,-0.2,water flea,EC50,114.025169375,C4H6N2S,-2.2119026860078903,3.8437406947284485
DTXSID10223506,1.9763499790032735,-0.2,water flea,EC50,230.151809188,C12H22O4,-0.38566441416231323,3.8437406947284485
DTXSID80228306,0.48144262850230496,-0.2,water flea,EC50,198.9591691,C8H3Cl2NO,-1.8173213300480822,3.8437406947284485
DTXSID60274563,0.6434526764861874,-0.2,water flea,EC50,249.090211986,C15H11N3O,-1.7529039857593227,3.8437406947284485
DTXSID90282994,1.5440822249315485,0.04408212391865167,water flea,EC50,192.115029755,C12H16O2,-0.7394791174643836,5
DTXSID00338613,0.5877109650189114,-0.2,water flea,EC50,230.055464019,C11H9F3O2,-1.7741215875791658,3.8437406947284485
DTXSID90344440,0.9084850188786497,-0.2,water flea,EC50,196.03064868,C8H8N2O2S,-1.3838389581513932,3.8437406947284485
DTXSID70350105,0.5072602693789618,0.23311555332583989,water flea,EC50,226.056469504,C13H10N2S,-1.846956671231265,3.8437406947284485
DTXSID30350742,2.1672268755754653,0.12451532338594933,water flea,EC50,215.025228948,C8H9NO4S,-0.16526254317778777,5
DTXSID30365139,-0.09691001300805639,-0.2,water flea,EC50,184.146329884,C11H20O2,-2.362073080608381,3.8437406947284485
DTXSID00368394,0.6747358996071928,0.05836097902831348,water flea,EC50,259.0763918,C15H14ClNO,-1.7386919403252972,5
DTXSID70369818,-0.4846232505327638,0.46365844219542113,water flea,EC50,220.9855259,C8H3ClF3NO,-2.82898707974902,2.6874813894568974
DTXSID60371405,1.9138138523837167,-0.2,water flea,EC50,165.020161753,C6H3F4N,-0.30372315609170486,3.8437406947284485
DTXSID90371736,1.3443922736851108,-0.2,water flea,EC50,186.012850315,C8H4F2O3,-0.9251506739098002,3.8437406947284485
DTXSID40376817,1.8424226808222062,0.28138607863743126,water flea,EC50,115.009184959,C4H5NOS,-0.21830984490288788,3.8437406947284485
DTXSID80394676,0.5931956078477466,0.12451532338594917,water flea,EC50,256.009893,C11H13BrO2,-1.8150611402465011,5
DTXSID40420187,2.5949359716606897,0.2178269162360598,water flea,EC50,230.11542368,C11H18O5,0.23299024306320648,3.8437406947284485
DTXSID60435935,1.3624327270877035,0.04528163863000139,water flea,EC50,144.078644246,C7H12O3,-0.7961668861104251,5
DTXSID70437889,0.8339365173199235,0.037337344165710995,water flea,EC50,195.963611,C7H5BrN2,-1.4582389162349614,5
DTXSID00446722,1.730358737709385,0.12196265102641995,water flea,EC50,158.178298716,C9H22N2,-0.468788162473914,5
DTXSID70447807,1.6812412373755872,-0.2,water flea,EC50,288.172544633,C18H24O3,-0.7784113640767796,3.8437406947284485
DTXSID40452923,0.287801729930226,-0.2,water flea,EC50,160.044819147,C6H6F2N2O,-1.916439890116392,3.8437406947284485
DTXSID90458314,0.9460473013452403,0.3253312849360885,water flea,EC50,192.089877634,C10H12N2O2,-1.3374571785423583,3.1673723600346952
DTXSID60468783,-0.39685562737981767,-0.2,water flea,EC50,255.0017828,C12H8Cl2FN,-2.803398844117678,3.8437406947284485
DTXSID60469235,1.6532125137753437,-0.2,water flea,EC50,187.944930197,C2H4O6S2,-0.6208181013653972,3.8437406947284485
DTXSID30475207,0.8339365173199235,0.037337344165710995,water flea,EC50,456.990732,C17H14BrF2N3O3S,-1.825970875130511,5
DTXSID60517427,1.6893088591236203,-0.2,water flea,EC50,316.203844762,C20H28O3,-0.810658287145465,3.8437406947284485
DTXSID10549339,-0.5510446677732932,0.16764308026943173,water flea,EC50,298.193280077,C20H26O2,-3.0255425199742345,5
DTXSID70554727,-0.30531062602374504,0.1576715186079074,water flea,EC50,339.313729564,C21H41NO2,-2.835912058770099,5
DTXSID60556977,1.4107567642023864,0.2549937967240964,water flea,EC50,265.97894625,C5F10O,-1.0140904969049211,3.8437406947284485
DTXSID20561926,1.93753063169585,0.08834502788860882,water flea,EC50,118.0297759,C4H7ClN2,-0.13446095084571322,5
DTXSID00562138,-0.3187587626244128,-0.2,water flea,EC50,236.214015522,C16H28O,-2.6920644250944705,3.8437406947284485
DTXSID10586507,0.9608952428290934,0.395490487284308,water flea,EC50,243.100776671,C13H13N3O2,-1.4248911035230483,3.1673723600346952
DTXSID60591520,-0.22914798835785583,-0.2,water flea,EC50,356.9394173,C9H3Cl2F6NO3,-2.7817424986856802,3.8437406947284485
DTXSID40621591,-0.2096515301437816,0.05962387007415115,water flea,EC50,340.167459253,C21H24O4,-2.741344296378619,5
DTXSID50623728,1,-0.2,water flea,EC50,488.205970018,C27H28N4O5,-1.6886030858759702,3.8437406947284485
DTXSID10676336,0.7979684531345868,0.37687311617228975,water flea,EC50,261.091354801,C13H12FN3O2,-1.6188240386639223,3.1673723600346952
DTXSID60698427,1.8388490907372552,-0.2,water flea,EC50,488.357385282,C24H48N4O6,-0.8498886690721595,3.8437406947284485
DTXSID60717849,0.7075701760979364,-0.2,water flea,EC50,357.266779371,C23H35NO2,-1.845422458893714,3.8437406947284485
DTXSID80872803,1.8195439355418688,-0.2,water flea,EC50,344.117746154,C19H21O4P,-0.7171631342253191,3.8437406947284485
DTXSID90872910,1.7481880270062005,-0.2,water flea,EC50,460.07627872,C21H20N2O6S2,-0.9146418148511052,3.8437406947284485
DTXSID0020105,1.8692317197309762,-0.2,water flea,EC50,198.01403223,C6H7NaO6,-0.4274642478241069,3.8437406947284485
DTXSID3021142,0.6618126855372612,-0.2,water flea,EC50,203.0713064,C9H14ClNO2,-1.6458358771954826,3.8437406947284485
DTXSID3021277,2.1967682987999035,0.49733684945791784,water flea,EC50,112.052429498,C6H8O2,0.14734702154206145,2.6874813894568974
DTXSID1023784,1.1581613366932302,0.5133266384487498,water flea,EC50,74.01675074,CLi2O3,-0.7111686793987252,2.315249034115041
DTXSID9026130,2.444044795918076,-0.2,water flea,EC50,265.140513,C12H28BrN,0.02056870368831295,3.8437406947284485
DTXSID3026142,1.5797835966168101,-0.2,water flea,EC50,113.97514479,C2H3NaO2S,-0.4770265559699171,3.8437406947284485
DTXSID6027050,-0.1707081422964686,0.004549602815725546,water flea,EC50,142.98393583,C3H6NNaS2,-2.3259953897455845,5
DTXSID7027120,1.6989700043360187,-0.2,water flea,EC50,117.97005941,CH3NaO3S,-0.37280179379251677,3.8437406947284485
DTXSID3027164,1.8463371121298053,-0.2,water flea,EC50,122.043990069,CH6N4O3,-0.24017928576404762,3.8437406947284485
DTXSID9027360,1.8041394323353503,-0.2,water flea,EC50,78.042927441,CH6N2O2,-0.08819411936133713,3.8437406947284485
DTXSID3027534,2.2977084255572926,0.11718820935438529,water flea,EC50,187.0530695,C6H15Cl2NO,0.025743586287038378,5
DTXSID4027652,1.6720978579357175,-0.2,water flea,EC50,94.00307362,C3H3NaO2,-0.3010441960297505,3.8437406947284485
DTXSID7027835,2.933586375589325,0.08276700740928788,water flea,EC50,150.00831096,C6H7KO2,0.7574710545064507,5
DTXSID2028016,2.0791812460476247,-0.2,water flea,EC50,193.0869565,C8H16ClNO2,-0.2065716910595624,3.8437406947284485
DTXSID3029108,0.6168786814827553,0.1976468483707304,water flea,EC50,91.099714043,C4H13NO,-1.3426383322658515,5
DTXSID1029203,1.3629558161475241,0.30664078783892046,water flea,EC50,171.0581549,C6H15Cl2N,-0.8701879671011145,3.1673723600346952
DTXSID3029653,0.5514499979728752,-0.2,water flea,EC50,76.009519311,CH4N2S,-1.3294179880625043,3.8437406947284485
DTXSID6034924,3.3010299956639813,-0.2,water flea,EC50,183.8861566,C2Cl3NaO2,1.0364809599469933,3.8437406947284485
DTXSID9042415,1.7323937598229686,-0.2,water flea,EC50,194.00135954,C7H7NaO3S,-0.5554110136054587,3.8437406947284485
DTXSID3044461,1.7259116322950483,-0.2,water flea,EC50,154.1357652,C10H18O,-0.4619917905037895,3.8437406947284485
DTXSID1044643,1.0969100130080565,-0.2,water flea,EC50,151.0763918,C6H14ClNO,-1.0822865908939079,3.8437406947284485
DTXSID1044726,1.932980821923198,-0.2,water flea,EC50,190.0217973,C6H8Na2O4,-0.34582259957775746,3.8437406947284485
DTXSID1044801,-0.4559319556497244,-0.2,water flea,EC50,143.96795141,C3H5NaOS2,-2.6141977805583716,3.8437406947284485
DTXSID1044853,2.9053850056171817,0.16727164231424266,water flea,EC50,242.89474337,C3N3Na3S3,0.5199668895362394,5
DTXSID5047116,1.7259116322950483,-0.2,water flea,EC50,154.1357652,C10H18O,-0.4619917905037895,3.8437406947284485
DTXSID4047965,2.346352974450639,-0.2,water flea,EC50,260.044247885,C7H11F3N2O3S,-0.068694277279007,3.8437406947284485
DTXSID7049219,1.8175653695597809,-0.2,water flea,EC50,206.072513493,C7H14N2O3S,-0.4964546987143762,3.8437406947284485
DTXSID8051962,-0.7756075870835984,0.04264654928350448,water flea,EC50,198.104465,C14H14O,-3.072501851127996,5
DTXSID7051971,0.47712125471966244,-0.2,water flea,EC50,154.1357652,C10H18O,-1.7107821680791753,3.8437406947284485
DTXSID0052178,1.96852572603727,0.009376592822789402,water flea,EC50,325.79564778,CCs2O3,-0.5444195523460403,5
DTXSID9052185,0.2787536009528289,-0.2,water flea,EC50,164.04081944,C8H8N2S,-1.9361983291175158,3.8437406947284485
DTXSID7059569,1.5797835966168101,-0.2,water flea,EC50,153.045964392,C4H11NO3S,-0.6050382857295281,3.8437406947284485
DTXSID2062610,0.47712125471966244,-0.2,water flea,EC50,201.98883881,C6H11KOS2,-1.8282061178103932,3.8437406947284485
DTXSID2075184,1.4871383754771865,-0.2,water flea,EC50,141.042593089,C6H7NO3,-0.6622119084559634,3.8437406947284485
DTXSID20285599,1.724275869600789,-0.2,water flea,EC50,151.099714043,C9H13NO,-0.4549877728344332,3.8437406947284485
DTXSID90348903,1.724275869600789,-0.2,water flea,EC50,151.099714043,C9H13NO,-0.4549877728344332,3.8437406947284485
DTXSID00355183,1.724275869600789,-0.2,water flea,EC50,151.099714043,C9H13NO,-0.4549877728344332,3.8437406947284485
DTXSID50395231,1.7720340221751378,0.3223925775995643,water flea,EC50,127.020418347,C4H5N3S,-0.33183951659710714,3.1673723600346952
DTXSID90460472,0.8497957345857027,0.09723962178554045,water flea,EC50,197.084063978,C13H11NO,-1.4448557744922175,5
DTXSID80635591,2,-0.2,water flea,EC50,94.09699341,C5H11LiO,0.026424252941571316,3.8437406947284485
DTXSID50872532,0.1555377041500398,0.3751972948255551,water flea,EC50,220.051778048,C7H12N2O4S,-2.1869871779209995,3.1673723600346952
DTXSID0024896,2.0815138626715632,0.2033574318337129,water flea,EC50,265.0272487,C10H13Cl2NO3,-0.3417766654225109,3.8437406947284485
DTXSID1026033,2.683947130751512,-0.2,water flea,EC50,232.07452448,C8H17NaO4S,0.3183196614933325,3.8437406947284485
DTXSID4027496,2.707787798655409,0.025630971335371188,water flea,EC50,241.9513437,C8H5Cl2NaO3,0.32405976030799755,5
DTXSID7027912,-0.10237290870955855,-0.2,water flea,EC50,244.20384475,C14H28O3,-2.490125405912873,3.8437406947284485
DTXSID9029853,-1.1426675035687315,0.20663013865834393,water flea,EC50,234.198365,C16H26O,-3.5122513623923663,3.8437406947284485
DTXSID9042334,1.919078092376074,-0.2,water flea,EC50,202.156894568,C11H22O3,-0.3866104651747818,3.8437406947284485
DTXSID9050430,1.7143912557484773,0.1003223008882091,water flea,EC50,269.1182566,C14H20ClNO2,-0.7155519049349911,5
DTXSID3074577,1.9444826721501687,-0.2,water flea,EC50,235.160370204,C10H25NO3Si,-0.42688146306064917,3.8437406947284485
DTXSID10166323,0.3116246451989502,0.23404754971095548,water flea,EC50,228.154556548,C12H24O2Si,-2.046604501431063,3.8437406947284485
DTXSID10181758,0.8808135922807914,-0.2,water flea,EC50,302.0588832,C13H16Cl2N2O2,-1.59927802006747,3.8437406947284485
DTXSID50338183,3,-0.2,water flea,EC50,213.045964392,C9H11NO3S,0.6715266879778912,3.8437406947284485
DTXSID4027812,2.6045764757969274,0.18642166923999368,water flea,EC50,320.9544362,C3H11NNaO9P3,0.09813309296041076,5
DTXSID9028918,1.1760912590556813,-0.2,water flea,EC50,330.18407492,C15H31NaO4S,-1.3426648639560363,3.8437406947284485
DTXSID8029573,2.8082766141586877,0.04055981877692776,water flea,EC50,333.997375,C8H12FeN3O8,0.28453356060309604,5
DTXSID3037208,1.8325089127062364,-0.2,water flea,EC50,316.9986282,C14H10Cl2NNaO2,-0.6685484701220534,3.8437406947284485
DTXSID3050444,0.568201724066995,-0.2,water flea,EC50,302.17293854,C15H26O6,-1.9120538439141865,3.8437406947284485
DTXSID6072421,1.4659830573640864,0.2647824365325425,water flea,EC50,291.1026065,C16H18ClNO2,-0.998063036716082,3.8437406947284485
DTXSID60210724,1.3217263382430937,0.0292690483669006,water flea,EC50,260.102414212,C13H15F3O2,-1.0934180449950084,5
DTXSID90229223,-0.4559319556497244,-0.2,water flea,EC50,327.1753775,C21H26ClN,-2.970712567830391,3.8437406947284485
DTXSID8022959,1.4531675209025452,0.2579349039742947,water flea,EC50,444.21576899,C20H37NaO7S,-1.194426450382821,3.8437406947284485
DTXSID0027775,2.5490032620257876,0.3057802928960205,water flea,EC50,573.020852204,C9H28N3O15P5,-0.20916716418655357,3.1673723600346952
DTXSID9027786,3.681241237375587,-0.2,water flea,EC50,510.464810476,C32H62O4,0.9732754285488283,3.8437406947284485
DTXSID8027826,2.6511903601559856,0.01234020114928373,water flea,EC50,384.1218686,C16H25NaO7S,0.06672132728929608,5
DTXSID8028000,1.772210150202656,0.21212655744110134,water flea,EC50,579.9077579,C13H24Cl6O8P2,-0.9911487684966281,3.8437406947284485
